item,suite,condition,sentence,targets,competitors,l_maze,critical_region,region_number,freqlog10,len
14014,filler-gap_dependencies-oe,that_gap,Our friend knew that the gossip column revealed to the whole town yesterday,Our|friend|knew|that|the|gossip|column|revealed|to|the|whole|town|yesterday,x-x-x|thiend|twew|jack|fre|gussap|cosuor|reveived|ro|ha|shall|mark|institute,FALSE|TRUE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE,1|1|1|2|3|3|3|4|6|7|7|7|8,2.37839790094814|2.28780172993023|1.93951925261862|4.15691242570002|5.11650480266873|0.602059991327962|1.7481880270062|2.1846914308176|4.59683891382516|5.11650480266873|2.31175386105575|2.73878055848437|0.602059991327962,3|6|4|4|3|6|6|8|2|3|5|4|9
14014,filler-gap_dependencies-oe,that_nogap,Our friend knew that the gossip column revealed family secrets to the whole town yesterday,Our|friend|knew|that|the|gossip|column|revealed|family|secrets|to|the|whole|town|yesterday,x-x-x|thiend|twew|jack|fre|gussap|cosuor|reveived|holily|mescets|rate|ha|shall|mark|institute,FALSE|TRUE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|2|3|3|3|4|5|5|6|7|7|7|8,2.37839790094814|2.28780172993023|1.93951925261862|4.15691242570002|5.11650480266873|0.602059991327962|1.7481880270062|2.1846914308176|2.88024177589548|1.11394335230684|4.59683891382516|5.11650480266873|2.31175386105575|2.73878055848437|0.602059991327962,3|6|4|4|3|6|6|8|6|7|2|3|5|4|9
14014,filler-gap_dependencies-oe,what_gap,Our friend knew what the gossip column revealed to the whole town yesterday,Our|friend|knew|what|the|gossip|column|revealed|to|the|whole|town|yesterday,x-x-x|thiend|twew|hear|fre|gussap|cosuor|reveived|ro|ha|shall|mark|institute,FALSE|TRUE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE,1|1|1|2|3|3|3|4|6|7|7|7|8,2.37839790094814|2.28780172993023|1.93951925261862|2.92788341033071|5.11650480266873|0.602059991327962|1.7481880270062|2.1846914308176|4.59683891382516|5.11650480266873|2.31175386105575|2.73878055848437|0.602059991327962,3|6|4|4|3|6|6|8|2|3|5|4|9
14014,filler-gap_dependencies-oe,what_nogap,Our friend knew what the gossip column revealed family secrets to the whole town yesterday,Our|friend|knew|what|the|gossip|column|revealed|family|secrets|to|the|whole|town|yesterday,x-x-x|thiend|twew|hear|fre|gussap|cosuor|reveived|holily|mescets|rate|ha|shall|mark|institute,FALSE|TRUE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|2|3|3|3|4|5|5|6|7|7|7|8,2.37839790094814|2.28780172993023|1.93951925261862|2.92788341033071|5.11650480266873|0.602059991327962|1.7481880270062|2.1846914308176|2.88024177589548|1.11394335230684|4.59683891382516|5.11650480266873|2.31175386105575|2.73878055848437|0.602059991327962,3|6|4|4|3|6|6|8|6|7|2|3|5|4|9
14015,filler-gap_dependencies-oe,that_gap,The mayor told me that the authorities repaired for a wealthy businessman over the summer,The|mayor|told|me|that|the|authorities|repaired|for|a|wealthy|businessman|over|the|summer,x-x-x|pagor|mind|jack|cent|nor|iddrarities|resaoued|fos|laws|defines|definitions|sit|yeah|mimmer,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|1|2|3|3|4|6|7|7|7|8|8|8,5.11650480266873|1.80617997398389|2.38560627359831|2.57403126772772|4.15691242570002|5.11650480266873|2.15533603746506|1.43136376415899|4.1397217048152|4.55819238923985|1.63346845557959|1.32221929473392|3.33000770087276|5.11650480266873|2.45636603312904,3|5|4|2|4|3|11|8|3|1|7|11|4|3|6
14015,filler-gap_dependencies-oe,that_nogap,The mayor told me that the authorities repaired the golf course for a wealthy businessman over the summer,The|mayor|told|me|that|the|authorities|repaired|the|golf|course|for|a|wealthy|businessman|over|the|summer,x-x-x|pagor|mind|jack|cent|nor|iddrarities|resaoued|thu|goir|sourse|fos|e|defines|definitions|sit|yeah|mimmer,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|1|2|3|3|4|5|5|5|6|7|7|7|8|8|8,5.11650480266873|1.80617997398389|2.38560627359831|2.57403126772772|4.15691242570002|5.11650480266873|2.15533603746506|1.43136376415899|5.11650480266873|1.46239799789896|2.22271647114758|4.1397217048152|4.55819238923985|1.63346845557959|1.32221929473392|3.33000770087276|5.11650480266873|2.45636603312904,3|5|4|2|4|3|11|8|3|4|6|3|1|7|11|4|3|6
14015,filler-gap_dependencies-oe,what_gap,The mayor told me what the authorities repaired for a wealthy businessman over the summer,The|mayor|told|me|what|the|authorities|repaired|for|a|wealthy|businessman|over|the|summer,x-x-x|pagor|mind|jack|pick|nor|iddrarities|resaoued|fos|laws|defines|definitions|sit|yeah|mimmer,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|1|2|3|3|4|6|7|7|7|8|8|8,5.11650480266873|1.80617997398389|2.38560627359831|2.57403126772772|2.92788341033071|5.11650480266873|2.15533603746506|1.43136376415899|4.1397217048152|4.55819238923985|1.63346845557959|1.32221929473392|3.33000770087276|5.11650480266873|2.45636603312904,3|5|4|2|4|3|11|8|3|1|7|11|4|3|6
14015,filler-gap_dependencies-oe,what_nogap,The mayor told me what the authorities repaired the golf course for a wealthy businessman over the summer,The|mayor|told|me|what|the|authorities|repaired|the|golf|course|for|a|wealthy|businessman|over|the|summer,x-x-x|pagor|mind|jack|pick|nor|iddrarities|resaoued|thu|goir|sourse|fos|e|defines|definitions|sit|yeah|mimmer,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|1|2|3|3|4|5|5|5|6|7|7|7|8|8|8,5.11650480266873|1.80617997398389|2.38560627359831|2.57403126772772|2.92788341033071|5.11650480266873|2.15533603746506|1.43136376415899|5.11650480266873|1.46239799789896|2.22271647114758|4.1397217048152|4.55819238923985|1.63346845557959|1.32221929473392|3.33000770087276|5.11650480266873|2.45636603312904,3|5|4|2|4|3|11|8|3|4|6|3|1|7|11|4|3|6
14016,filler-gap_dependencies-oe,that_gap,My friend remembers that the government collected about foreign threats using illegal methods,My|friend|remembers|that|the|government|collected|about|foreign|threats|using|illegal|methods,x-x-x|thiend|recompers|jack|tho|vavempment|cottocted|apeat|imagine|handful|seems|compete|bedroom,FALSE|TRUE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|2|3|3|4|6|7|7|8|8|8,2.63548374681491|2.28780172993023|1.11394335230684|4.15691242570002|5.11650480266873|2.88930170250631|2.02118929906994|3.28216877830464|2.17318626841227|1.56820172406699|2.64246452024212|1.67209785793572|1.93951925261862,2|6|9|4|3|10|9|5|7|7|5|7|7
14016,filler-gap_dependencies-oe,that_nogap,My friend remembers that the government collected sensitive data about foreign threats using illegal methods,My|friend|remembers|that|the|government|collected|sensitive|data|about|foreign|threats|using|illegal|methods,x-x-x|thiend|recompers|jack|tho|vavempment|cottocted|sissitism|raba|apeat|foroofs|handful|seems|compete|bedroom,FALSE|TRUE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|2|3|3|4|5|5|6|7|7|8|8|8,2.63548374681491|2.28780172993023|1.11394335230684|4.15691242570002|5.11650480266873|2.88930170250631|2.02118929906994|1.53147891704226|2.14921911265538|3.28216877830464|2.17318626841227|1.56820172406699|2.64246452024212|1.67209785793572|1.93951925261862,2|6|9|4|3|10|9|9|4|5|7|7|5|7|7
14016,filler-gap_dependencies-oe,what_gap,My friend remembers what the government collected about foreign threats using illegal methods,My|friend|remembers|what|the|government|collected|about|foreign|threats|using|illegal|methods,x-x-x|thiend|recompers|oh|tho|vavempment|cottocted|apeat|imagine|handful|seems|compete|bedroom,FALSE|TRUE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|2|3|3|4|6|7|7|8|8|8,2.63548374681491|2.28780172993023|1.11394335230684|2.92788341033071|5.11650480266873|2.88930170250631|2.02118929906994|3.28216877830464|2.17318626841227|1.56820172406699|2.64246452024212|1.67209785793572|1.93951925261862,2|6|9|4|3|10|9|5|7|7|5|7|7
14016,filler-gap_dependencies-oe,what_nogap,My friend remembers what the government collected sensitive data about foreign threats using illegal methods,My|friend|remembers|what|the|government|collected|sensitive|data|about|foreign|threats|using|illegal|methods,x-x-x|thiend|recompers|oh|tho|vavempment|cottocted|sissitism|raba|apeat|foroofs|handful|seems|compete|bedroom,FALSE|TRUE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|2|3|3|4|5|5|6|7|7|8|8|8,2.63548374681491|2.28780172993023|1.11394335230684|2.92788341033071|5.11650480266873|2.88930170250631|2.02118929906994|1.53147891704226|2.14921911265538|3.28216877830464|2.17318626841227|1.56820172406699|2.64246452024212|1.67209785793572|1.93951925261862,2|6|9|4|3|10|9|9|4|5|7|7|5|7|7
14017,filler-gap_dependencies-oe,that_gap,The newspaper said that the neighbors sold to the new couple last month,The|newspaper|said|that|the|neighbors|sold|to|the|new|couple|last|month,x-x-x|wingpaper|miss|sit|her|touchdown|guy|yo|thu|naw|impact|lars|moifs,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|2|3|3|4|6|7|7|7|8|8,5.11650480266873|2.15228834438306|3.01661554755718|4.15691242570002|5.11650480266873|1.27875360095283|2.4996870826184|4.59683891382516|5.11650480266873|3.44216608578472|2.09342168516224|2.8234742291703|2.45636603312904,3|9|4|4|3|9|4|2|3|3|6|4|5
14017,filler-gap_dependencies-oe,that_nogap,The newspaper said that the neighbors sold a convertible to the new couple last month,The|newspaper|said|that|the|neighbors|sold|a|convertible|to|the|new|couple|last|month,x-x-x|wingpaper|miss|sit|her|touchdown|guy|e|dinmephible|yo|thu|naw|impact|lars|moifs,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|2|3|3|4|5|5|6|7|7|7|8|8,5.11650480266873|2.15228834438306|3.01661554755718|4.15691242570002|5.11650480266873|1.27875360095283|2.4996870826184|4.55819238923985|0|4.59683891382516|5.11650480266873|3.44216608578472|2.09342168516224|2.8234742291703|2.45636603312904,3|9|4|4|3|9|4|1|11|2|3|3|6|4|5
14017,filler-gap_dependencies-oe,what_gap,The newspaper said what the neighbors sold to the new couple last month,The|newspaper|said|what|the|neighbors|sold|to|the|new|couple|last|month,x-x-x|wingpaper|miss|sick|her|touchdown|guy|yo|thu|naw|impact|lars|moifs,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|2|3|3|4|6|7|7|7|8|8,5.11650480266873|2.15228834438306|3.01661554755718|2.92788341033071|5.11650480266873|1.27875360095283|2.4996870826184|4.59683891382516|5.11650480266873|3.44216608578472|2.09342168516224|2.8234742291703|2.45636603312904,3|9|4|4|3|9|4|2|3|3|6|4|5
14017,filler-gap_dependencies-oe,what_nogap,The newspaper said what the neighbors sold a convertible to the new couple last month,The|newspaper|said|what|the|neighbors|sold|a|convertible|to|the|new|couple|last|month,x-x-x|wingpaper|miss|sick|her|touchdown|guy|e|dinmephible|yo|thu|naw|impact|lars|moifs,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|2|3|3|4|5|5|6|7|7|7|8|8,5.11650480266873|2.15228834438306|3.01661554755718|2.92788341033071|5.11650480266873|1.27875360095283|2.4996870826184|4.55819238923985|0|4.59683891382516|5.11650480266873|3.44216608578472|2.09342168516224|2.8234742291703|2.45636603312904,3|9|4|4|3|9|4|1|11|2|3|3|6|4|5
14018,filler-gap_dependencies-oe,that_gap,Our neighbor said that the student sent to her mother over a week ago,Our|neighbor|said|that|the|student|sent|to|her|mother|over|a|week|ago,x-x-x|nearnbor|miss|cent|her|stubant|ment|ty|ha|sether|iber|our|woak|afa,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|2|3|3|4|6|7|7|8|8|8|8,2.37839790094814|1.11394335230684|3.01661554755718|4.15691242570002|5.11650480266873|2.11727129565576|2.57749179983723|4.59683891382516|3.56478438450399|2.51054501020661|3.33000770087276|4.55819238923985|2.63848925695464|1.78532983501077,3|8|4|4|3|7|4|2|3|6|4|1|4|3
14018,filler-gap_dependencies-oe,that_nogap,Our neighbor said that the student sent a package to her mother over a week ago,Our|neighbor|said|that|the|student|sent|a|package|to|her|mother|over|a|week|ago,x-x-x|nearnbor|miss|cent|her|stubant|ment|e|mickage|jack|ha|sether|iber|our|woak|afa,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|2|3|3|4|5|5|6|7|7|8|8|8|8,2.37839790094814|1.11394335230684|3.01661554755718|4.15691242570002|5.11650480266873|2.11727129565576|2.57749179983723|4.55819238923985|1|4.59683891382516|3.56478438450399|2.51054501020661|3.33000770087276|4.55819238923985|2.63848925695464|1.78532983501077,3|8|4|4|3|7|4|1|7|2|3|6|4|1|4|3
14018,filler-gap_dependencies-oe,what_gap,Our neighbor said what the student sent to her mother over a week ago,Our|neighbor|said|what|the|student|sent|to|her|mother|over|a|week|ago,x-x-x|nearnbor|miss|nor|her|stubant|ment|ty|ha|sether|iber|our|woak|afa,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|2|3|3|4|6|7|7|8|8|8|8,2.37839790094814|1.11394335230684|3.01661554755718|2.92788341033071|5.11650480266873|2.11727129565576|2.57749179983723|4.59683891382516|3.56478438450399|2.51054501020661|3.33000770087276|4.55819238923985|2.63848925695464|1.78532983501077,3|8|4|4|3|7|4|2|3|6|4|1|4|3
14018,filler-gap_dependencies-oe,what_nogap,Our neighbor said what the student sent a package to her mother over a week ago,Our|neighbor|said|what|the|student|sent|a|package|to|her|mother|over|a|week|ago,x-x-x|nearnbor|miss|nor|her|stubant|ment|e|mickage|jack|ha|sether|iber|our|woak|afa,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|2|3|3|4|5|5|6|7|7|8|8|8|8,2.37839790094814|1.11394335230684|3.01661554755718|2.92788341033071|5.11650480266873|2.11727129565576|2.57749179983723|4.55819238923985|1|4.59683891382516|3.56478438450399|2.51054501020661|3.33000770087276|4.55819238923985|2.63848925695464|1.78532983501077,3|8|4|4|3|7|4|1|7|2|3|6|4|1|4|3
14019,filler-gap_dependencies-oe,that_gap,My friend told me that the university hired to help with increased enrollment for the following year,My|friend|told|me|that|the|university|hired|to|help|with|increased|enrollment|for|the|following|year,x-x-x|thiend|cent|fund|jack|ago|ytisrevinu|hured|te|hect|wice|discussed|enbazement|fer|tha|telloming|yeam,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|1|2|3|3|4|6|6|6|7|7|8|8|8|8,2.63548374681491|2.28780172993023|2.38560627359831|2.57403126772772|4.15691242570002|5.11650480266873|2.77085201164214|1.98227123303957|4.59683891382516|2.48713837547719|4.11437742978615|2.43136376415899|1.11394335230684|4.1397217048152|5.11650480266873|3.0618293072947|3.22245633667925,2|6|4|2|4|3|10|5|2|4|4|9|10|3|3|9|4
14019,filler-gap_dependencies-oe,that_nogap,My friend told me that the university hired a new administrator to help with increased enrollment for the following year,My|friend|told|me|that|the|university|hired|a|new|administrator|to|help|with|increased|enrollment|for|the|following|year,x-x-x|thiend|cent|fund|jack|ago|ytisrevinu|hured|e|nek|attorittrator|nor|wall|ha|discussed|enbazement|fer|tha|telloming|yeam,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|1|2|3|3|4|5|5|5|6|6|6|7|7|8|8|8|8,2.63548374681491|2.28780172993023|2.38560627359831|2.57403126772772|4.15691242570002|5.11650480266873|2.77085201164214|1.98227123303957|4.55819238923985|3.44216608578472|1.20411998265592|4.59683891382516|2.48713837547719|4.11437742978615|2.43136376415899|1.11394335230684|4.1397217048152|5.11650480266873|3.0618293072947|3.22245633667925,2|6|4|2|4|3|10|5|1|3|13|2|4|4|9|10|3|3|9|4
14019,filler-gap_dependencies-oe,what_gap,My friend told me who the university hired to help with increased enrollment for the following year,My|friend|told|me|who|the|university|hired|to|help|with|increased|enrollment|for|the|following|year,x-x-x|thiend|cent|fund|lake|ago|ytisrevinu|hured|te|hect|wice|discussed|enbazement|fer|tha|telloming|yeam,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|1|2|3|3|4|6|6|6|7|7|8|8|8|8,2.63548374681491|2.28780172993023|2.38560627359831|2.57403126772772|3.48144262850231|5.11650480266873|2.77085201164214|1.98227123303957|4.59683891382516|2.48713837547719|4.11437742978615|2.43136376415899|1.11394335230684|4.1397217048152|5.11650480266873|3.0618293072947|3.22245633667925,2|6|4|2|3|3|10|5|2|4|4|9|10|3|3|9|4
14019,filler-gap_dependencies-oe,what_nogap,My friend told me who the university hired a new administrator to help with increased enrollment for the following year,My|friend|told|me|who|the|university|hired|a|new|administrator|to|help|with|increased|enrollment|for|the|following|year,x-x-x|thiend|cent|fund|lake|ago|ytisrevinu|hured|e|nek|attorittrator|nor|wall|ha|discussed|enbazement|fer|tha|telloming|yeam,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|1|2|3|3|4|5|5|5|6|6|6|7|7|8|8|8|8,2.63548374681491|2.28780172993023|2.38560627359831|2.57403126772772|3.48144262850231|5.11650480266873|2.77085201164214|1.98227123303957|4.55819238923985|3.44216608578472|1.20411998265592|4.59683891382516|2.48713837547719|4.11437742978615|2.43136376415899|1.11394335230684|4.1397217048152|5.11650480266873|3.0618293072947|3.22245633667925,2|6|4|2|3|3|10|5|1|3|13|2|4|4|9|10|3|3|9|4
14020,filler-gap_dependencies-oe,that_gap,She can not believe that my good friend stole from the store when he was young,She|can|not|believe|that|my|good|friend|stole|from|the|store|when|he|was|young,x-x-x|cun|mom|biggest|miss|thus|shut|county|unite|fros|tho|stogs|ha|male|mark|yount,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|1|2|3|3|3|4|6|7|7|8|8|8|8,3.46014581749175|3.12090281761453|3.6028193424327|2.11394335230684|4.15691242570002|2.63548374681491|2.65224634100332|2.28780172993023|1.11394335230684|3.96520170102591|5.11650480266873|1.94448267215017|3.42422807069598|3.93986854445951|4.32240538106765|2.66745295288995,3|3|3|7|4|2|4|6|5|4|3|5|4|2|3|5
14020,filler-gap_dependencies-oe,that_nogap,She can not believe that my good friend stole a candy bar from the store when he was young,She|can|not|believe|that|my|good|friend|stole|a|candy|bar|from|the|store|when|he|was|young,x-x-x|cun|mom|biggest|miss|thus|shut|county|unite|e|banty|bam|fros|tho|stogs|ha|male|mark|yount,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|1|2|3|3|3|4|5|5|5|6|7|7|8|8|8|8,3.46014581749175|3.12090281761453|3.6028193424327|2.11394335230684|4.15691242570002|2.63548374681491|2.65224634100332|2.28780172993023|1.11394335230684|4.55819238923985|1.04139268515823|1.99563519459755|3.96520170102591|5.11650480266873|1.94448267215017|3.42422807069598|3.93986854445951|4.32240538106765|2.66745295288995,3|3|3|7|4|2|4|6|5|1|5|3|4|3|5|4|2|3|5
14020,filler-gap_dependencies-oe,what_gap,She can not believe what my good friend stole from the store when he was young,She|can|not|believe|what|my|good|friend|stole|from|the|store|when|he|was|young,x-x-x|cun|mom|biggest|glad|thus|shut|county|unite|fros|tho|stogs|ha|male|mark|yount,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|1|2|3|3|3|4|6|7|7|8|8|8|8,3.46014581749175|3.12090281761453|3.6028193424327|2.11394335230684|2.92788341033071|2.63548374681491|2.65224634100332|2.28780172993023|1.11394335230684|3.96520170102591|5.11650480266873|1.94448267215017|3.42422807069598|3.93986854445951|4.32240538106765|2.66745295288995,3|3|3|7|4|2|4|6|5|4|3|5|4|2|3|5
14020,filler-gap_dependencies-oe,what_nogap,She can not believe what my good friend stole a candy bar from the store when he was young,She|can|not|believe|what|my|good|friend|stole|a|candy|bar|from|the|store|when|he|was|young,x-x-x|cun|mom|biggest|glad|thus|shut|county|unite|e|banty|bam|fros|tho|stogs|ha|male|mark|yount,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE,1|1|1|1|2|3|3|3|4|5|5|5|6|7|7|8|8|8|8,3.46014581749175|3.12090281761453|3.6028193424327|2.11394335230684|2.92788341033071|2.63548374681491|2.65224634100332|2.28780172993023|1.11394335230684|4.55819238923985|1.04139268515823|1.99563519459755|3.96520170102591|5.11650480266873|1.94448267215017|3.42422807069598|3.93986854445951|4.32240538106765|2.66745295288995,3|3|3|7|4|2|4|6|5|1|5|3|4|3|5|4|2|3|5
